,host_id,price,room_type,bedrooms,beds,bathrooms,bed_type
1,3159,59,Private room,1.0,2.0,1.0,Real Bed
2,3718,95,Entire home/apt,1.0,1.0,1.0,Real Bed
3,4716,100,Entire home/apt,1.0,1.0,1.0,Real Bed
4,5271,250,Entire home/apt,2.0,2.0,1.0,Real Bed
5,5271,140,Private room,1.0,1.0,1.0,Real Bed
6,5271,115,Private room,1.0,1.0,1.0,Futon
7,5988,80,Private room,1.0,1.0,1.0,Real Bed
8,9616,80,Private room,1.0,1.0,1.0,Real Bed
9,14589,90,Entire home/apt,1.0,1.0,1.0,Real Bed
10,15618,100,Entire home/apt,2.0,2.0,1.5,Real Bed
11,21669,95,Entire home/apt,2.0,2.0,1.0,Real Bed
12,26919,145,Entire home/apt,1.0,1.0,1.0,Real Bed
13,32366,132,Entire home/apt,1.0,1.0,1.5,Real Bed
14,36701,79,Entire home/apt,1.0,1.0,1.0,Real Bed
15,42212,180,Entire home/apt,0.0,2.0,1.0,Real Bed
16,42212,75,Shared room,1.0,1.0,1.0,Real Bed
17,42725,82,Private room,1.0,2.0,1.0,Real Bed
18,46431,59,Private room,1.0,1.0,1.0,Real Bed
19,47517,99,Entire home/apt,1.0,1.0,1.0,Real Bed
20,50517,190,Entire home/apt,1.0,2.0,1.0,Real Bed
21,56142,110,Entire home/apt,1.0,2.0,1.0,Real Bed
22,14589,90,Entire home/apt,1.0,1.0,1.0,Real Bed
23,56142,100,Entire home/apt,1.0,1.0,1.0,Real Bed
24,59059,35,Private room,1.0,2.0,1.5,Real Bed
25,59297,43,Private room,1.0,2.0,,Real Bed
26,59484,50,Private room,1.0,1.0,1.0,Real Bed
27,59484,50,Private room,1.0,1.0,4.0,Real Bed
28,62341,69,Entire home/apt,1.0,1.0,1.0,Real Bed
29,65041,80,Entire home/apt,1.0,2.0,1.0,Real Bed
30,65041,80,Entire home/apt,1.0,4.0,1.5,Real Bed
31,69651,110,Private room,1.0,1.0,1.0,Real Bed
32,69651,350,Entire home/apt,1.0,1.0,2.0,Real Bed
33,70937,110,Entire home/apt,1.0,2.0,1.0,Real Bed
34,74250,74,Private room,1.0,1.0,1.0,Real Bed
35,77484,250,Entire home/apt,2.0,5.0,1.0,Real Bed
36,77484,200,Entire home/apt,4.0,6.0,1.5,Real Bed
37,77484,180,Entire home/apt,2.0,3.0,1.0,Real Bed
38,77484,200,Entire home/apt,2.0,4.0,1.0,Real Bed
39,77484,160,Entire home/apt,2.0,3.0,2.0,Real Bed
40,77484,200,Entire home/apt,2.0,3.0,2.0,Real Bed
41,77484,160,Entire home/apt,2.0,5.0,1.5,Real Bed
42,77484,120,Entire home/apt,2.0,3.0,1.0,Real Bed
43,77484,120,Entire home/apt,2.0,2.0,1.5,Real Bed
44,77484,120,Entire home/apt,1.0,2.0,1.0,Real Bed
45,77484,100,Entire home/apt,1.0,2.0,1.0,Real Bed
46,77484,75,Entire home/apt,1.0,2.0,1.0,Real Bed
47,77484,140,Entire home/apt,1.0,4.0,1.0,Real Bed
48,77484,160,Entire home/apt,1.0,1.0,1.0,Real Bed
49,77484,120,Entire home/apt,1.0,2.0,1.0,Real Bed
50,78857,80,Entire home/apt,1.0,2.0,1.0,Real Bed
51,82145,206,Entire home/apt,5.0,6.0,2.0,Real Bed
52,82145,140,Entire home/apt,2.0,3.0,1.0,Real Bed
53,82145,200,Entire home/apt,2.0,2.0,1.0,Real Bed
54,82145,227,Entire home/apt,2.0,3.0,2.0,Real Bed
55,82145,140,Entire home/apt,2.0,2.0,1.0,Real Bed
56,82145,200,Entire home/apt,1.0,2.0,1.0,Real Bed
57,97647,135,Entire home/apt,1.0,1.0,1.0,Real Bed
58,98829,90,Entire home/apt,1.0,1.0,1.0,Real Bed
59,98844,95,Entire home/apt,1.0,1.0,1.5,Real Bed
60,101455,179,Entire home/apt,2.0,4.0,1.0,Real Bed
61,106225,120,Entire home/apt,3.0,3.0,1.0,Real Bed
62,106225,230,Entire home/apt,1.0,1.0,1.0,Real Bed
63,106241,195,Entire home/apt,2.0,2.0,1.0,Real Bed
64,119217,100,Private room,1.0,1.0,1.0,Real Bed
65,119217,55,Private room,1.0,1.0,1.0,Futon
66,123414,60,Private room,1.0,3.0,1.0,Real Bed
67,123414,60,Private room,1.0,1.0,1.0,Real Bed
68,124245,75,Private room,1.0,1.0,,Real Bed
69,124245,55,Private room,1.0,1.0,,Real Bed
70,124245,45,Private room,1.0,1.0,1.0,Real Bed
71,124912,120,Entire home/apt,1.0,1.0,1.5,Real Bed
72,125667,180,Entire home/apt,2.0,2.0,2.0,Real Bed
73,125667,100,Entire home/apt,0.0,1.0,1.0,Real Bed
74,125667,100,Entire home/apt,0.0,1.0,1.0,Real Bed
75,126790,100,Entire home/apt,1.0,1.0,1.0,Real Bed
76,127233,130,Entire home/apt,1.0,1.0,1.0,Real Bed
77,127233,110,Entire home/apt,1.0,2.0,1.0,Real Bed
78,62341,69,Entire home/apt,1.0,1.0,1.0,Real Bed
79,127938,70,Entire home/apt,1.0,1.0,1.0,Real Bed
80,131462,120,Entire home/apt,1.0,1.0,1.5,Real Bed
81,133328,40,Private room,1.0,1.0,1.0,Real Bed
82,133347,95,Entire home/apt,1.0,1.0,1.0,Real Bed
83,133488,180,Entire home/apt,3.0,3.0,1.0,Real Bed
84,133785,100,Entire home/apt,1.0,1.0,1.0,Real Bed
85,140224,200,Entire home/apt,2.0,2.0,1.5,Real Bed
86,148238,129,Entire home/apt,3.0,2.0,1.5,Real Bed
87,148390,80,Entire home/apt,1.0,1.0,1.0,Real Bed
88,160130,150,Entire home/apt,1.0,3.0,1.0,Real Bed
89,164204,95,Entire home/apt,1.0,2.0,1.0,Futon
90,170371,89,Entire home/apt,1.0,2.0,1.0,Real Bed
91,170371,125,Entire home/apt,1.0,1.0,1.0,Real Bed
92,170462,130,Entire home/apt,2.0,2.0,1.5,Real Bed
93,172464,120,Entire home/apt,2.0,2.0,1.0,Real Bed
94,178227,67,Entire home/apt,2.0,2.0,1.0,Real Bed
95,178294,275,Entire home/apt,2.0,4.0,1.5,Real Bed
96,178515,76,Entire home/apt,1.0,1.0,1.0,Real Bed
97,179958,89,Entire home/apt,2.0,6.0,1.0,Real Bed
98,179958,85,Entire home/apt,1.0,2.0,1.0,Real Bed
99,184354,129,Entire home/apt,1.0,2.0,1.0,Real Bed
100,186729,85,Private room,1.0,1.0,1.0,Real Bed
101,187417,125,Entire home/apt,1.0,2.0,1.0,Real Bed
102,187580,139,Entire home/apt,1.0,1.0,1.0,Real Bed
103,187580,139,Entire home/apt,1.0,1.0,1.0,Real Bed
104,187580,195,Entire home/apt,1.0,1.0,1.0,Real Bed
105,187728,170,Entire home/apt,1.0,1.0,1.5,Real Bed
106,187728,130,Entire home/apt,1.0,1.0,1.0,Real Bed
107,187728,200,Entire home/apt,1.0,1.0,1.5,Real Bed
108,187728,365,Entire home/apt,1.0,1.0,1.5,Real Bed
109,187728,140,Entire home/apt,1.0,1.0,1.5,Real Bed
110,187728,120,Entire home/apt,0.0,1.0,1.5,Pull-out Sofa
111,187861,74,Private room,1.0,2.0,2.0,Real Bed
112,191384,75,Private room,1.0,2.0,1.5,Real Bed
113,191384,75,Private room,1.0,1.0,1.5,Real Bed
114,191980,129,Entire home/apt,1.0,1.0,1.0,Real Bed
115,193021,120,Entire home/apt,1.0,1.0,1.0,Real Bed
116,193099,275,Entire home/apt,1.0,1.0,1.0,Real Bed
117,193227,200,Entire home/apt,1.0,2.0,1.0,Real Bed
118,195126,185,Entire home/apt,1.0,1.0,1.0,Real Bed
119,195126,185,Entire home/apt,1.0,1.0,1.0,Real Bed
120,195859,55,Private room,1.0,1.0,,Real Bed
121,197355,85,Private room,1.0,2.0,1.0,Real Bed
122,198036,145,Entire home/apt,2.0,2.0,1.5,Real Bed
123,199266,135,Entire home/apt,1.0,2.0,1.0,Real Bed
124,200188,140,Entire home/apt,1.0,1.0,1.0,Real Bed
125,201541,99,Entire home/apt,2.0,2.0,1.0,Real Bed
126,202005,90,Entire home/apt,1.0,1.0,1.0,Real Bed
127,202748,105,Entire home/apt,2.0,3.0,1.0,Real Bed
128,203202,67,Private room,1.0,1.0,1.0,Real Bed
129,203202,57,Private room,1.0,1.0,1.0,Real Bed
130,203202,57,Private room,1.0,1.0,1.0,Airbed
131,229241,175,Entire home/apt,3.0,4.0,1.0,Real Bed
132,210082,160,Entire home/apt,1.0,1.0,1.0,Real Bed
133,211696,100,Entire home/apt,2.0,2.0,1.0,Real Bed
134,213960,280,Entire home/apt,1.0,8.0,1.0,Real Bed
135,213960,135,Entire home/apt,,3.0,1.0,Real Bed
136,213960,135,Entire home/apt,,5.0,1.0,Real Bed
137,215655,160,Entire home/apt,1.0,1.0,1.0,Real Bed
138,219080,260,Entire home/apt,3.0,5.0,2.0,Real Bed
139,219460,107,Entire home/apt,1.0,1.0,1.0,Real Bed
140,224275,55,Private room,1.0,1.0,1.0,Real Bed
141,224516,199,Entire home/apt,1.0,1.0,1.0,Real Bed
142,225987,300,Entire home/apt,3.0,8.0,2.0,Real Bed
143,226808,140,Entire home/apt,2.0,2.0,2.0,Real Bed
144,227530,199,Entire home/apt,2.0,2.0,1.0,Real Bed
145,227941,145,Entire home/apt,1.0,1.0,1.0,Real Bed
146,229174,67,Entire home/apt,1.0,1.0,1.0,Real Bed
147,229241,175,Entire home/apt,3.0,4.0,1.0,Real Bed
148,230246,165,Entire home/apt,2.0,4.0,1.5,Real Bed
149,231946,100,Private room,1.0,2.0,1.0,Real Bed
150,232321,99,Entire home/apt,2.0,4.0,1.0,Real Bed
151,232321,79,Entire home/apt,1.0,5.0,1.0,Real Bed
152,237840,105,Entire home/apt,1.0,2.0,1.0,Real Bed
153,237840,85,Entire home/apt,1.0,1.0,1.0,Real Bed
154,240194,199,Entire home/apt,3.0,4.0,1.0,Pull-out Sofa
155,240194,189,Entire home/apt,3.0,4.0,1.0,Pull-out Sofa
156,240194,140,Entire home/apt,2.0,3.0,1.0,Pull-out Sofa
157,240194,99,Private room,1.0,2.0,1.0,Pull-out Sofa
158,240194,69,Shared room,1.0,1.0,1.0,Pull-out Sofa
159,243018,100,Entire home/apt,1.0,1.0,1.0,Real Bed
160,244255,74,Entire home/apt,1.0,2.0,1.0,Futon
161,246338,60,Entire home/apt,2.0,4.0,1.0,Real Bed
162,246493,72,Private room,1.0,4.0,1.0,Real Bed
163,246493,79,Entire home/apt,1.0,2.0,1.0,Real Bed
164,246493,79,Entire home/apt,1.0,1.0,1.0,Real Bed
165,247625,160,Entire home/apt,2.0,2.0,1.0,Real Bed
166,247822,75,Private room,1.0,1.0,1.0,Real Bed
167,249794,110,Entire home/apt,1.0,2.0,1.0,Real Bed
168,249835,85,Entire home/apt,1.0,2.0,1.0,Real Bed
169,249924,48,Private room,1.0,1.0,3.0,Real Bed
170,259495,90,Entire home/apt,1.0,1.0,1.0,Real Bed
171,260785,70,Private room,1.0,1.0,1.0,Pull-out Sofa
172,262799,190,Entire home/apt,4.0,5.0,2.0,Real Bed
173,262846,150,Entire home/apt,2.0,4.0,1.0,Real Bed
174,262846,400,Entire home/apt,2.0,4.0,1.0,Real Bed
175,263146,89,Entire home/apt,1.0,1.0,1.0,Real Bed
176,263233,119,Entire home/apt,1.0,1.0,1.0,Real Bed
177,263844,60,Private room,1.0,1.0,1.0,Real Bed
178,263888,125,Entire home/apt,2.0,2.0,1.0,Real Bed
179,125667,100,Entire home/apt,0.0,1.0,1.0,Real Bed
180,126790,100,Entire home/apt,1.0,1.0,1.0,Real Bed
181,127233,130,Entire home/apt,1.0,1.0,1.0,Real Bed
182,264178,99,Entire home/apt,2.0,4.0,1.5,Real Bed
183,264660,140,Entire home/apt,2.0,3.0,1.0,Real Bed
184,264690,120,Entire home/apt,1.0,3.0,1.0,Real Bed
185,264690,150,Entire home/apt,1.0,1.0,1.0,Real Bed
186,264963,85,Entire home/apt,1.0,2.0,1.0,Real Bed
187,266155,275,Entire home/apt,2.0,2.0,1.0,Real Bed
188,266602,129,Entire home/apt,1.0,1.0,1.0,Real Bed
189,267422,125,Private room,1.0,1.0,1.0,Real Bed
190,273329,85,Entire home/apt,2.0,2.0,1.0,Real Bed
191,275886,125,Entire home/apt,1.0,1.0,1.0,Real Bed
192,276068,119,Entire home/apt,1.0,4.0,1.0,Real Bed
193,276959,250,Entire home/apt,3.0,4.0,1.0,Real Bed
194,276959,95,Entire home/apt,1.0,3.0,1.0,Real Bed
195,278253,195,Entire home/apt,2.0,2.0,2.0,Real Bed
196,278253,195,Entire home/apt,2.0,3.0,1.0,Real Bed
197,280614,120,Entire home/apt,2.0,8.0,1.0,Real Bed
198,284023,99,Entire home/apt,2.0,2.0,1.0,Real Bed
199,287499,120,Entire home/apt,1.0,1.0,1.0,Real Bed
200,288514,125,Entire home/apt,1.0,1.0,0.0,Real Bed
201,288514,150,Entire home/apt,1.0,2.0,1.0,Real Bed
202,288514,150,Entire home/apt,1.0,2.0,0.0,Real Bed
203,288514,100,Entire home/apt,1.0,1.0,1.0,Real Bed
204,288514,100,Entire home/apt,1.0,1.0,1.0,Real Bed
205,288514,135,Entire home/apt,1.0,1.0,1.0,Real Bed
206,288514,100,Entire home/apt,1.0,1.0,1.0,Real Bed
207,288514,100,Entire home/apt,1.0,1.0,1.0,Real Bed
208,288514,110,Entire home/apt,1.0,1.0,1.5,Real Bed
209,288514,100,Entire home/apt,0.0,1.0,1.0,Real Bed
210,295735,65,Private room,1.0,1.0,1.0,Real Bed
211,298655,70,Private room,1.0,1.0,1.0,Real Bed
212,298957,100,Entire home/apt,1.0,1.0,1.5,Real Bed
213,301340,150,Entire home/apt,1.0,1.0,1.0,Real Bed
214,303781,300,Entire home/apt,2.0,4.0,2.0,Real Bed
215,303781,156,Entire home/apt,1.0,3.0,1.5,Real Bed
216,303781,200,Entire home/apt,1.0,3.0,1.0,Real Bed
217,306192,110,Entire home/apt,1.0,1.0,1.5,Real Bed
218,307265,89,Entire home/apt,,3.0,1.0,Real Bed
219,307370,99,Entire home/apt,1.0,1.0,1.5,Real Bed
220,311067,55,Entire home/apt,0.0,1.0,1.0,Pull-out Sofa
221,312121,127,Entire home/apt,1.0,1.0,1.0,Real Bed
222,312454,105,Entire home/apt,1.0,1.0,1.0,Real Bed
223,312863,350,Entire home/apt,3.0,6.0,2.5,Real Bed
224,316285,103,Entire home/apt,1.0,1.0,1.0,Real Bed
225,317696,111,Entire home/apt,1.0,1.0,1.0,Real Bed
226,320502,115,Entire home/apt,1.0,1.0,1.0,Real Bed
227,323183,80,Entire home/apt,1.0,1.0,1.0,Real Bed
228,329249,158,Entire home/apt,1.0,3.0,1.0,Real Bed
229,298957,100,Entire home/apt,1.0,1.0,1.5,Real Bed
230,329249,210,Entire home/apt,1.0,5.0,1.0,Pull-out Sofa
231,329249,263,Entire home/apt,4.0,6.0,1.0,Real Bed
232,329249,365,Entire home/apt,3.0,5.0,1.0,Real Bed
233,329249,95,Entire home/apt,1.0,3.0,1.0,Real Bed
234,329249,157,Entire home/apt,3.0,5.0,2.0,Real Bed
235,329249,157,Entire home/apt,2.0,5.0,1.0,Real Bed
236,329249,237,Entire home/apt,2.0,3.0,1.0,Real Bed
237,329249,120,Entire home/apt,2.0,1.0,,Real Bed
238,329249,320,Entire home/apt,2.0,3.0,1.0,Real Bed
239,329249,161,Entire home/apt,1.0,2.0,1.0,Real Bed
240,329249,146,Entire home/apt,1.0,2.0,1.0,Real Bed
241,329249,188,Entire home/apt,1.0,1.0,1.0,Real Bed
242,329249,147,Entire home/apt,1.0,3.0,1.0,Real Bed
243,329249,132,Entire home/apt,1.0,1.0,1.0,Real Bed
244,329249,105,Entire home/apt,1.0,2.0,1.0,Pull-out Sofa
245,329249,136,Entire home/apt,0.0,2.0,1.0,Real Bed
246,329249,116,Entire home/apt,0.0,2.0,1.0,Real Bed
247,329249,73,Entire home/apt,1.0,2.0,1.0,Real Bed
248,329249,158,Entire home/apt,1.0,1.0,1.0,Real Bed
249,329249,129,Entire home/apt,1.0,1.0,1.0,Real Bed
250,329249,153,Entire home/apt,1.0,1.0,1.0,Real Bed
251,329628,150,Entire home/apt,1.0,1.0,1.0,Real Bed
252,331324,45,Private room,1.0,1.0,1.0,Real Bed
253,335039,95,Entire home/apt,1.0,2.0,1.0,Real Bed
254,336950,249,Entire home/apt,2.0,4.0,1.5,Real Bed
255,336950,69,Private room,1.0,2.0,1.5,Real Bed
256,336950,69,Private room,1.0,2.0,1.5,Real Bed
257,336950,24,Shared room,1.0,1.0,1.5,Real Bed
258,344312,129,Entire home/apt,1.0,3.0,1.0,Real Bed
259,344312,129,Entire home/apt,1.0,3.0,1.0,Real Bed
260,356740,125,Entire home/apt,2.0,3.0,1.0,Real Bed
261,362990,149,Entire home/apt,2.0,2.0,1.0,Real Bed
262,368969,95,Entire home/apt,1.0,2.0,1.0,Real Bed
263,372592,145,Entire home/apt,1.0,1.0,1.0,Real Bed
264,378043,93,Private room,1.0,1.0,1.0,Real Bed
265,381900,150,Entire home/apt,2.0,3.0,2.5,Real Bed
266,382064,70,Private room,1.0,1.0,1.0,Real Bed
267,387205,175,Entire home/apt,1.0,2.0,1.0,Real Bed
268,387205,150,Entire home/apt,1.0,2.0,,Real Bed
269,389554,105,Entire home/apt,1.0,1.0,1.0,Real Bed
270,389623,299,Entire home/apt,2.0,4.0,2.0,Real Bed
271,389623,125,Entire home/apt,1.0,2.0,1.0,Real Bed
272,391235,180,Entire home/apt,2.0,5.0,1.0,Real Bed
273,391235,100,Entire home/apt,1.0,2.0,1.0,Real Bed
274,392580,125,Entire home/apt,1.0,2.0,1.0,Real Bed
275,399461,110,Entire home/apt,0.0,1.0,1.0,Real Bed
276,399879,100,Entire home/apt,0.0,1.0,1.0,Real Bed
277,399879,70,Private room,1.0,1.0,1.0,Real Bed
278,400896,105,Private room,1.0,2.0,1.0,Real Bed
279,400896,105,Private room,1.0,2.0,1.0,Real Bed
280,404143,119,Entire home/apt,1.0,1.0,1.0,Real Bed
281,404169,75,Entire home/apt,1.0,1.0,1.0,Real Bed
282,405625,116,Entire home/apt,1.0,1.0,0.5,Real Bed
283,409345,110,Entire home/apt,1.0,1.0,1.0,Real Bed
284,409579,95,Private room,1.0,2.0,1.0,Real Bed
285,410152,350,Entire home/apt,3.0,4.0,1.5,Real Bed
286,412277,92,Entire home/apt,3.0,4.0,1.0,Real Bed
287,412591,68,Private room,1.0,2.0,1.0,Real Bed
288,414348,325,Entire home/apt,3.0,4.0,2.0,Real Bed
289,415830,70,Entire home/apt,1.0,1.0,1.0,Real Bed
290,417248,169,Entire home/apt,2.0,2.0,1.0,Real Bed
291,422917,125,Entire home/apt,1.0,1.0,1.0,Real Bed
292,424469,90,Entire home/apt,3.0,5.0,2.0,Real Bed
293,425268,89,Entire home/apt,1.0,1.0,1.0,Real Bed
294,427170,115,Entire home/apt,1.0,1.0,1.0,Real Bed
295,436145,100,Private room,1.0,4.0,1.0,Real Bed
296,436145,100,Private room,1.0,2.0,1.0,Real Bed
297,436145,90,Private room,1.0,1.0,1.0,Real Bed
298,436145,95,Private room,1.0,1.0,1.0,Real Bed
299,436145,95,Private room,1.0,1.0,1.0,Real Bed
300,436145,95,Private room,1.0,1.0,1.0,Real Bed
301,437989,220,Entire home/apt,2.0,2.0,1.5,Real Bed
302,438232,120,Entire home/apt,1.0,1.0,1.0,Real Bed
303,438232,200,Entire home/apt,1.0,1.0,1.0,Real Bed
304,440034,190,Entire home/apt,3.0,4.0,,Real Bed
305,447638,89,Entire home/apt,1.0,2.0,1.0,Real Bed
306,447638,120,Entire home/apt,1.0,1.0,1.0,Real Bed
307,450453,139,Entire home/apt,1.0,2.0,,Real Bed
308,450453,119,Entire home/apt,1.0,1.0,1.5,Real Bed
309,453797,259,Entire home/apt,2.0,2.0,1.0,Real Bed
310,453797,99,Private room,1.0,2.0,1.0,Real Bed
311,456249,175,Entire home/apt,1.0,1.0,1.0,Real Bed
312,459028,120,Private room,1.0,4.0,1.0,Real Bed
313,459028,100,Private room,1.0,1.0,1.0,Real Bed
314,459028,140,Private room,1.0,1.0,1.0,Real Bed
315,460228,125,Entire home/apt,1.0,1.0,1.0,Real Bed
316,467814,110,Entire home/apt,2.0,5.0,2.0,Real Bed
317,467814,69,Entire home/apt,1.0,3.0,1.0,Real Bed
318,467980,104,Private room,1.0,1.0,1.0,Real Bed
319,468497,165,Entire home/apt,2.0,4.0,1.0,Real Bed
320,474340,72,Entire home/apt,1.0,1.0,1.0,Real Bed
321,475083,210,Entire home/apt,2.0,2.0,1.0,Real Bed
322,478385,100,Entire home/apt,1.0,1.0,1.0,Real Bed
323,479325,125,Private room,1.0,1.0,1.0,Real Bed
324,481080,98,Entire home/apt,2.0,2.0,1.0,Real Bed
325,485930,115,Entire home/apt,1.0,1.0,1.0,Real Bed
326,488009,59,Private room,1.0,1.0,1.0,Real Bed
327,489364,69,Entire home/apt,1.0,3.0,,Real Bed
328,490564,105,Entire home/apt,2.0,2.0,1.0,Real Bed
329,492014,120,Entire home/apt,1.0,1.0,1.0,Real Bed
330,495238,168,Entire home/apt,1.0,1.0,1.0,Real Bed
331,506601,295,Entire home/apt,3.0,5.0,2.5,Real Bed
332,508579,85,Entire home/apt,1.0,1.0,1.0,Real Bed
333,508579,80,Entire home/apt,1.0,1.0,1.0,Real Bed
334,510526,75,Entire home/apt,2.0,2.0,1.0,Real Bed
335,510526,75,Private room,1.0,2.0,1.0,Real Bed
336,517215,179,Entire home/apt,4.0,4.0,2.0,Real Bed
337,517215,135,Entire home/apt,1.0,3.0,1.0,Real Bed
